"gender","coronaVirus","postalCode","loneliness","diarrhea","userId","insomnia","limbPain","coughing","generalHealth","soreThroat","temperature","runnyNose","headache","id","numberOfContacts","timestamp","yearOfBirth",
"1", "2", "33857", "3", "2", "Ansel Adams", "3", "2", "2", "3", "2", "1", "2", "2", "836-98-8195", "110", "1584830240495", "1986", 
"3", "2", "40894", "2", "1", "Matisse", "2", "1", "2", "5", "2", "1", "2", "2", "451-55-4982", "177", "1584828896833", "1987", 
"1", "2", "22898", "3", "2", "Degas", "2", "1", "2", "3", "2", "1", "2", "2", "862-82-3433", "940", "1584829960317", "1956", 
"2", "3", "13929", "4", "2", "Picasso", "1", "2", "2", "4", "1", "2", "2", "2", "582-77-3145", "153", "1584828949456", "1985", 
"1", "2", "58489", "2", "2", "Ansel Adams", "3", "2", "3", "3", "2", "2", "2", "2", "283-63-8200", "915", "1584830193167", "1980", 
"3", "2", "47362", "4", "2", "Munch", "4", "3", "2", "4", "2", "1", "1", "1", "203-68-3352", "709", "1584829927257", "1957", 
"2", "1", "90354", "5", "2", "Paul Klee", "2", "3", "2", "1", "2", "1", "3", "2", "598-51-7308", "416", "1584829859936", "1995", 
"2", "3", "97173", "2", "1", "Edward Hopper", "2", "1", "1", "5", "1", "2", "2", "2", "307-73-8028", "460", "1584829067126", "1959", 
"1", "2", "73070", "4", "2", "Matisse", "3", "1", "2", "1", "2", "2", "3", "2", "260-60-9773", "324", "1584830115576", "1971", 
"2", "2", "88806", "3", "2", "Monet", "2", "2", "2", "2", "2", "2", "1", "2", "014-58-6411", "283", "1584829278597", "1961", 
"2", "2", "47547", "4", "2", "Raphael", "2", "2", "1", "3", "2", "2", "2", "2", "076-32-1222", "19", "1584829208034", "1953", 
"2", "2", "28073", "2", "1", "Kandinsky", "2", "2", "1", "3", "2", "1", "1", "2", "612-77-6161", "576", "1584829963112", "1990", 
"1", "2", "91376", "3", "2", "Renoir", "5", "1", "2", "5", "2", "2", "2", "2", "181-92-2729", "404", "1584828889344", "1994", 
"1", "1", "52379", "4", "2", "Pollock", "5", "2", "1", "2", "2", "1", "2", "1", "860-41-5830", "488", "1584829453783", "1968", 
"2", "2", "46832", "2", "1", "Magritte", "1", "1", "2", "1", "3", "1", "1", "1", "698-25-9085", "422", "1584829867550", "1982", 
"1", "2", "18873", "4", "1", "Renoir", "2", "2", "2", "4", "2", "2", "2", "2", "051-98-0733", "270", "1584829353204", "1967", 
"2", "2", "31979", "2", "2", "Durer", "2", "3", "1", "2", "1", "1", "1", "2", "435-32-7949", "376", "1584828882013", "1970", 
"2", "2", "95770", "4", "1", "Warhol", "2", "1", "3", "2", "1", "1", "2", "2", "579-69-7795", "593", "1584829431154", "1972", 
"3", "2", "21904", "4", "1", "Caravaggio", "3", "2", "2", "2", "1", "2", "1", "2", "601-17-3962", "265", "1584830165239", "1972", 
"1", "1", "37305", "4", "2", "Rothko", "4", "3", "2", "4", "2", "2", "2", "2", "324-12-9371", "693", "1584829599725", "1990", 
"2", "1", "60230", "4", "2", "Rubens", "3", "2", "3", "4", "2", "2", "2", "1", "897-44-1955", "736", "1584829588344", "1982", 
"2", "2", "57066", "1", "2", "Edward Hopper", "2", "2", "2", "3", "2", "3", "2", "2", "758-25-4633", "614", "1584830115517", "1974", 
"2", "2", "38784", "5", "2", "Dali", "3", "1", "3", "5", "2", "1", "2", "2", "675-49-5216", "965", "1584828935223", "1979", 
"2", "1", "30413", "3", "2", "Degas", "5", "3", "1", "4", "1", "2", "2", "2", "645-75-2271", "875", "1584829743704", "1963", 
"3", "2", "37812", "1", "2", "Raphael", "4", "2", "2", "2", "2", "3", "2", "2", "411-05-7311", "347", "1584829218096", "1956", 
"2", "1", "81766", "2", "2", "Winslow Homer", "4", "1", "2", "1", "2", "3", "1", "1", "054-79-9302", "906", "1584829546131", "1989", 
"2", "2", "87589", "3", "1", "Matisse", "5", "2", "2", "4", "1", "2", "3", "3", "495-63-3490", "189", "1584829615210", "1972", 
"2", "2", "93134", "5", "1", "Edward Hopper", "4", "2", "2", "5", "2", "2", "1", "2", "656-96-2183", "73", "1584829857374", "1955", 
"2", "2", "52073", "4", "1", "Donatello", "3", "2", "1", "3", "1", "2", "2", "1", "373-79-6964", "590", "1584828940873", "2003", 
"2", "2", "35991", "1", "1", "Cezanne", "2", "3", "3", "3", "2", "2", "2", "3", "790-63-7923", "622", "1584830165176", "1982", 
"1", "2", "70305", "4", "2", "Botticelli", "5", "2", "2", "3", "1", "1", "2", "2", "374-36-1605", "892", "1584830078729", "1959", 
"2", "1", "96446", "2", "2", "Manet", "2", "2", "2", "4", "1", "1", "1", "2", "767-78-6996", "195", "1584829708451", "1956", 
"2", "2", "25526", "1", "2", "Kandinsky", "1", "1", "1", "5", "1", "1", "1", "1", "250-77-9232", "200", "1584829460565", "1962", 
"2", "1", "34530", "3", "2", "Botticelli", "4", "3", "1", "2", "2", "2", "2", "2", "830-92-9834", "369", "1584829957118", "1975", 
"2", "2", "68261", "2", "1", "Edward Hopper", "5", "1", "1", "4", "1", "1", "1", "3", "494-10-1912", "218", "1584829253542", "1952", 
"2", "2", "38245", "2", "2", "Bernini", "5", "3", "3", "5", "3", "2", "2", "1", "746-36-2989", "131", "1584828875581", "1982", 
"2", "2", "60563", "5", "2", "Vettriano", "4", "3", "1", "4", "1", "2", "2", "2", "487-06-8850", "236", "1584829161504", "1986", 
"2", "1", "58332", "2", "1", "Ansel Adams", "4", "1", "1", "5", "2", "2", "1", "1", "015-80-5572", "280", "1584829528647", "1973", 
"1", "3", "59627", "4", "2", "Magritte", "3", "3", "2", "3", "2", "1", "3", "1", "356-38-1179", "798", "1584828895936", "1974", 
"2", "2", "98879", "5", "1", "Seurat", "4", "2", "2", "3", "2", "1", "1", "2", "205-30-1269", "559", "1584829053871", "1979", 
"2", "1", "41120", "5", "2", "Pissarro", "1", "1", "3", "2", "1", "2", "1", "1", "345-94-8179", "384", "1584828915507", "2001", 
"2", "2", "47095", "3", "1", "Ansel Adams", "4", "1", "1", "2", "1", "1", "1", "2", "318-76-6592", "116", "1584829957236", "1958", 
"1", "3", "53546", "2", "2", "Joan Miro", "5", "2", "2", "5", "2", "1", "1", "2", "411-99-3481", "322", "1584830240641", "1971", 
"2", "3", "84545", "5", "2", "Durer", "4", "1", "2", "5", "3", "3", "2", "2", "231-30-7654", "616", "1584829528553", "1972", 
"3", "2", "26095", "4", "2", "Michelangelo", "4", "2", "1", "5", "2", "2", "1", "2", "731-75-2298", "353", "1584830123435", "1955", 
"1", "2", "67164", "5", "1", "Gauguin", "3", "1", "2", "2", "2", "2", "1", "2", "045-19-2719", "861", "1584829553497", "1950", 
"2", "2", "65155", "5", "1", "Renoir", "2", "3", "2", "1", "1", "2", "1", "2", "870-39-7777", "904", "1584829295890", "1987", 
"2", "2", "53501", "1", "1", "Vettriano", "4", "2", "2", "2", "2", "2", "1", "2", "092-84-2276", "829", "1584828944865", "1981", 
"2", "2", "75874", "5", "2", "Kandinsky", "5", "2", "1", "4", "2", "2", "3", "1", "008-53-3460", "941", "1584829382874", "1956", 
"2", "2", "53904", "5", "2", "Diego Rivera", "5", "3", "3", "5", "2", "1", "2", "2", "771-55-7260", "863", "1584829881788", "1961", 
"1", "2", "64801", "4", "2", "Escher", "3", "3", "2", "3", "1", "2", "3", "2", "757-46-5687", "500", "1584828912719", "1973", 
"1", "1", "30602", "2", "2", "Pollock", "4", "1", "1", "3", "2", "1", "1", "3", "753-22-4654", "964", "1584829620305", "1975", 
"2", "1", "21560", "2", "2", "Cassatt", "5", "2", "1", "2", "2", "2", "2", "2", "241-49-0424", "847", "1584830187307", "1953", 
"1", "2", "85882", "1", "1", "Dali", "4", "1", "1", "2", "1", "1", "2", "2", "109-20-5769", "39", "1584829075229", "1958", 
"2", "2", "79919", "2", "2", "Gauguin", "4", "2", "2", "2", "1", "1", "2", "2", "402-68-6240", "367", "1584829620157", "2004", 
"2", "2", "17190", "3", "2", "Seurat", "2", "2", "2", "3", "2", "2", "1", "1", "526-76-9066", "358", "1584829119279", "1950", 
"2", "1", "18417", "2", "2", "Warhol", "1", "1", "3", "2", "1", "2", "2", "2", "656-67-7730", "648", "1584830225169", "1987", 
"3", "3", "58531", "1", "1", "Manet", "3", "1", "1", "5", "1", "3", "2", "3", "558-43-7797", "330", "1584830228502", "1950", 
"2", "1", "67264", "3", "2", "Michelangelo", "2", "1", "2", "4", "2", "2", "2", "2", "662-85-5009", "510", "1584829356177", "1961", 
"1", "2", "11057", "3", "2", "Manet", "3", "2", "2", "3", "2", "2", "2", "3", "032-77-5830", "161", "1584828882430", "1958", 
"3", "1", "89132", "2", "1", "Rembrandt", "2", "3", "2", "5", "2", "1", "2", "1", "313-52-2778", "423", "1584830133451", "1991", 
"3", "3", "33059", "3", "1", "Seurat", "3", "3", "1", "1", "2", "2", "1", "2", "598-47-8010", "611", "1584828916745", "1971", 
"2", "2", "17350", "5", "1", "Matisse", "2", "2", "2", "2", "2", "2", "1", "3", "221-91-4488", "374", "1584828901874", "1975", 
"3", "2", "71160", "5", "2", "Degas", "3", "2", "2", "2", "2", "1", "2", "2", "739-94-5401", "839", "1584830228598", "1968", 
"1", "1", "64862", "2", "2", "Rothko", "3", "1", "3", "3", "1", "1", "2", "2", "024-17-1725", "285", "1584829822867", "1996", 
"2", "2", "87017", "4", "1", "Caravaggio", "1", "1", "2", "3", "2", "2", "2", "1", "106-49-2610", "780", "1584829741929", "2001", 
"2", "1", "17735", "5", "2", "Titian", "5", "2", "2", "4", "2", "1", "1", "2", "227-12-0716", "825", "1584829822808", "1952", 
"2", "2", "82337", "4", "1", "Bernini", "5", "3", "2", "1", "3", "1", "2", "2", "008-18-3586", "610", "1584828938435", "2004", 
"3", "1", "66173", "2", "1", "Durer", "2", "1", "2", "2", "2", "2", "1", "1", "115-56-3619", "27", "1584829975513", "1999", 
"2", "1", "92888", "5", "2", "Vincent", "4", "2", "3", "5", "2", "1", "2", "2", "863-96-8474", "584", "1584829977127", "1969", 
"2", "2", "79581", "1", "2", "Dali", "4", "1", "1", "3", "1", "2", "1", "2", "758-11-6278", "427", "1584829339776", "1963", 
"3", "2", "51644", "3", "2", "Chagall", "4", "1", "1", "4", "1", "1", "2", "2", "205-91-3365", "661", "1584829348097", "2004", 
"2", "2", "25644", "1", "2", "Rothko", "1", "1", "2", "1", "1", "1", "3", "2", "818-83-8364", "832", "1584828993296", "1994", 
"2", "2", "98490", "5", "1", "Seurat", "5", "1", "2", "1", "2", "2", "1", "1", "172-34-5699", "872", "1584829770001", "1975", 
"2", "1", "13857", "5", "1", "Picasso", "3", "2", "2", "3", "3", "2", "1", "1", "615-40-4598", "291", "1584828989932", "1968", 
"2", "2", "53203", "5", "2", "Rubens", "2", "1", "2", "5", "1", "1", "2", "2", "579-68-2423", "344", "1584829176551", "1988", 
"2", "2", "29943", "5", "1", "Ansel Adams", "4", "2", "1", "2", "2", "2", "1", "1", "598-17-7732", "134", "1584829705027", "1986", 
"2", "2", "58326", "5", "2", "Pissarro", "4", "2", "1", "5", "2", "2", "2", "2", "865-98-1731", "211", "1584829643310", "1981", 
"2", "2", "79817", "3", "1", "Warhol", "2", "2", "3", "5", "2", "2", "3", "2", "507-43-1187", "6", "1584829615129", "1992", 
"1", "2", "61848", "3", "1", "Vettriano", "3", "3", "2", "4", "1", "2", "1", "2", "809-30-5002", "596", "1584829159707", "1966", 
"2", "1", "24792", "2", "2", "Gauguin", "5", "2", "1", "5", "1", "3", "1", "2", "026-39-9629", "176", "1584829070782", "1992", 
"3", "2", "22952", "2", "2", "Renoir", "5", "2", "1", "5", "2", "3", "2", "2", "597-41-8482", "973", "1584829796163", "1981", 
"1", "2", "92839", "3", "2", "Titian", "2", "2", "2", "3", "1", "2", "3", "2", "876-34-4535", "569", "1584828908870", "1958", 
"3", "1", "87866", "2", "2", "Dali", "3", "3", "2", "5", "2", "2", "2", "2", "094-50-3763", "399", "1584828914276", "1980", 
"1", "2", "99635", "2", "1", "Diego Rivera", "5", "2", "2", "5", "3", "1", "3", "2", "600-50-6400", "113", "1584829468523", "1991", 
"3", "2", "79541", "5", "2", "Seurat", "1", "2", "2", "3", "3", "2", "2", "1", "001-23-9528", "612", "1584828898076", "1960", 
"1", "2", "64468", "2", "2", "Diego Rivera", "4", "2", "2", "4", "1", "1", "2", "1", "582-85-2850", "878", "1584828947341", "1965", 
"2", "2", "30364", "4", "2", "Titian", "2", "2", "2", "5", "3", "2", "2", "2", "165-98-9086", "428", "1584830044684", "1960", 
"2", "2", "13046", "3", "2", "El Greco", "4", "2", "1", "3", "2", "1", "3", "2", "836-73-0184", "590", "1584828875161", "1974", 
"2", "1", "43747", "5", "2", "Magritte", "3", "2", "2", "3", "1", "2", "3", "2", "151-47-0069", "112", "1584828881335", "1951", 
"3", "2", "82452", "2", "1", "Degas", "4", "2", "2", "4", "2", "2", "1", "2", "848-27-6352", "341", "1584828955565", "1967", 
"1", "3", "87533", "2", "1", "Cezanne", "3", "1", "2", "2", "2", "2", "2", "2", "804-58-0998", "948", "1584829487705", "1977", 
"2", "1", "48350", "3", "2", "Winslow Homer", "5", "2", "2", "4", "1", "1", "3", "2", "033-50-2472", "471", "1584828894498", "1986", 
"3", "1", "62771", "5", "2", "Caravaggio", "3", "2", "1", "3", "2", "3", "2", "1", "251-93-6870", "58", "1584829570366", "1975", 
"2", "2", "82768", "3", "1", "Durer", "4", "1", "1", "1", "1", "1", "3", "2", "207-51-1325", "197", "1584829143372", "1952", 
"3", "3", "58025", "1", "1", "Titian", "1", "3", "3", "3", "2", "1", "3", "1", "428-24-6246", "376", "1584829758401", "2001", 
"3", "1", "61018", "2", "2", "Raphael", "1", "2", "2", "1", "2", "2", "1", "3", "596-12-5549", "368", "1584830228681", "1986", 
"2", "1", "87138", "3", "1", "Kahlo", "4", "2", "2", "5", "3", "2", "2", "3", "411-34-2147", "926", "1584830014936", "1981", 
"2", "2", "24588", "2", "1", "Botticelli", "4", "1", "2", "5", "3", "1", "1", "1", "710-80-4693", "397", "1584829634727", "1999", 
"2", "3", "23845", "1", "2", "Raphael", "3", "1", "1", "2", "1", "2", "1", "2", "257-65-0273", "327", "1584830063549", "1980", 
"2", "2", "96053", "2", "2", "Diego Rivera", "1", "2", "1", "5", "1", "2", "1", "1", "349-38-2007", "645", "1584830185057", "1999", 
"2", "1", "95661", "3", "2", "Monet", "3", "3", "2", "5", "2", "1", "2", "3", "534-43-7073", "927", "1584829854721", "1993", 
"2", "1", "68484", "2", "1", "Magritte", "2", "3", "1", "4", "2", "1", "1", "3", "433-81-2005", "601", "1584829164675", "1999", 
"2", "2", "27050", "5", "2", "Monet", "3", "2", "2", "1", "2", "1", "2", "2", "408-95-2657", "394", "1584829563165", "1962", 
"2", "1", "94996", "2", "2", "Donatello", "2", "2", "2", "5", "1", "1", "3", "2", "714-56-3585", "775", "1584828900644", "1991", 
"2", "1", "51030", "2", "1", "Botticelli", "3", "3", "2", "2", "2", "3", "3", "2", "157-62-5605", "745", "1584829963023", "1991", 
"2", "3", "52482", "4", "1", "Botticelli", "4", "2", "1", "2", "2", "2", "1", "1", "035-57-2497", "188", "1584828895020", "1964", 
"2", "1", "44094", "4", "1", "Renoir", "3", "2", "3", "1", "1", "2", "2", "2", "665-10-0486", "674", "1584828923387", "1992", 
"1", "1", "38550", "2", "2", "Magritte", "2", "2", "1", "3", "1", "2", "1", "1", "712-51-5719", "138", "1584829741616", "1990", 
"2", "2", "15367", "2", "2", "Winslow Homer", "3", "1", "2", "3", "2", "2", "2", "2", "623-42-4227", "63", "1584828948526", "1994", 
"3", "2", "75954", "5", "2", "Ansel Adams", "5", "2", "2", "4", "2", "1", "1", "1", "808-89-7138", "120", "1584829486421", "1964", 
"3", "2", "76243", "4", "2", "Titian", "3", "1", "2", "4", "1", "3", "1", "2", "147-39-7465", "180", "1584828927595", "1979", 
"2", "2", "56641", "3", "2", "Michelangelo", "1", "3", "1", "3", "1", "3", "1", "2", "732-93-1090", "819", "1584829949146", "1996", 
"2", "2", "95926", "3", "2", "Warhol", "1", "2", "2", "5", "2", "1", "3", "2", "604-42-7775", "486", "1584829828911", "1969", 
"2", "2", "31313", "4", "2", "Magritte", "1", "2", "3", "2", "1", "2", "2", "2", "653-69-6677", "883", "1584829802433", "1998", 
"3", "1", "19729", "2", "1", "Escher", "1", "2", "2", "4", "2", "1", "2", "2", "720-46-3410", "581", "1584829317566", "1972", 
"2", "1", "24172", "3", "2", "Titian", "4", "1", "3", "1", "2", "1", "2", "2", "410-09-5633", "220", "1584829987451", "1958", 
"1", "3", "54017", "2", "2", "Kandinsky", "5", "1", "1", "2", "1", "2", "1", "1", "532-62-5756", "938", "1584829176733", "1979", 
"2", "2", "92367", "4", "2", "Seurat", "2", "2", "3", "1", "1", "2", "2", "3", "119-12-7282", "946", "1584829896933", "1998", 
"3", "2", "13143", "3", "2", "Diego Rivera", "5", "2", "2", "1", "3", "1", "2", "3", "685-27-6196", "307", "1584829541537", "1991", 
"2", "1", "18643", "2", "1", "Durer", "1", "1", "2", "3", "3", "2", "2", "2", "395-14-6621", "183", "1584828990043", "1950", 
"1", "2", "40873", "2", "2", "Kandinsky", "4", "2", "1", "3", "3", "2", "2", "2", "371-71-8714", "963", "1584829281516", "1990", 
"2", "1", "45203", "3", "1", "Joan Miro", "2", "1", "1", "2", "2", "2", "1", "3", "720-40-1621", "384", "1584829762049", "1950", 
"2", "2", "57346", "4", "2", "Michelangelo", "4", "3", "2", "2", "1", "2", "1", "2", "660-30-0499", "394", "1584830034843", "1989", 
"1", "2", "22282", "5", "2", "Titian", "3", "2", "1", "4", "3", "2", "2", "2", "196-15-5953", "929", "1584830182110", "1957", 
"2", "2", "55613", "4", "1", "Dali", "1", "2", "2", "2", "1", "2", "3", "1", "262-55-7381", "760", "1584829940992", "1981", 
"2", "2", "40764", "2", "2", "Cezanne", "2", "1", "2", "2", "1", "2", "2", "1", "285-22-0567", "687", "1584829790325", "1998", 
"1", "1", "62090", "4", "2", "El Greco", "2", "2", "1", "2", "1", "1", "2", "1", "519-82-6366", "574", "1584828940556", "1984", 
"1", "1", "72570", "4", "1", "Magritte", "5", "1", "2", "3", "2", "2", "2", "2", "875-09-5463", "72", "1584830233246", "1966", 
"2", "1", "80268", "5", "2", "Bernini", "3", "2", "2", "1", "1", "2", "1", "1", "888-32-1870", "615", "1584829546108", "1957", 
"2", "2", "97009", "2", "1", "Michelangelo", "1", "2", "2", "5", "2", "2", "2", "1", "462-18-9584", "790", "1584829026893", "1964", 
"1", "2", "42132", "2", "2", "Titian", "3", "2", "1", "1", "1", "2", "3", "3", "701-74-9241", "823", "1584830161799", "1961", 
"2", "2", "92985", "4", "2", "Renoir", "2", "2", "2", "3", "2", "2", "2", "2", "695-20-1462", "276", "1584829219432", "2001", 
"1", "2", "51215", "3", "2", "Renoir", "2", "2", "2", "4", "1", "2", "2", "2", "134-56-5707", "981", "1584829284725", "1980", 
"3", "2", "88687", "5", "2", "Gauguin", "4", "2", "1", "5", "1", "2", "2", "2", "216-17-0169", "784", "1584829264059", "1960", 
"2", "3", "85704", "1", "1", "Warhol", "1", "3", "1", "3", "2", "2", "2", "2", "766-58-7048", "644", "1584829767287", "1967", 
"1", "2", "37532", "3", "2", "Pissarro", "5", "1", "2", "1", "1", "2", "1", "1", "555-29-8076", "79", "1584829415096", "1993", 
"1", "1", "49747", "5", "1", "Gauguin", "1", "2", "1", "4", "2", "2", "2", "1", "410-22-2052", "929", "1584828939776", "2000", 
"1", "2", "18287", "2", "1", "Diego Rivera", "3", "2", "2", "2", "1", "1", "2", "3", "356-87-3326", "620", "1584829214983", "1971", 
"2", "1", "65143", "2", "2", "Chagall", "4", "2", "3", "4", "1", "2", "2", "2", "438-19-6388", "875", "1584829026633", "1993", 
"1", "2", "42416", "3", "1", "Dali", "3", "2", "3", "3", "1", "2", "2", "1", "813-05-8151", "246", "1584829697184", "2001", 
"2", "2", "22180", "4", "1", "Kandinsky", "2", "2", "1", "4", "2", "2", "2", "2", "756-73-0924", "72", "1584829796294", "1989", 
"2", "1", "59694", "3", "2", "Caravaggio", "4", "2", "2", "4", "2", "2", "1", "1", "645-92-3657", "372", "1584828921638", "2000", 
"1", "2", "88371", "2", "1", "Kandinsky", "2", "2", "2", "2", "2", "2", "2", "1", "654-73-6701", "399", "1584830187284", "1962", 
"2", "1", "54482", "3", "1", "Titian", "4", "2", "2", "4", "2", "2", "2", "1", "608-73-9469", "813", "1584830038064", "1993", 
"1", "2", "74926", "2", "2", "Seurat", "1", "3", "2", "5", "2", "2", "2", "3", "484-58-0182", "29", "1584829503251", "1960", 
"2", "1", "65465", "3", "2", "Michelangelo", "4", "2", "2", "5", "1", "2", "2", "2", "498-95-5347", "122", "1584829712755", "1999", 
"2", "2", "60083", "4", "1", "Kandinsky", "3", "2", "2", "2", "2", "2", "2", "1", "686-52-9546", "450", "1584830015555", "1994", 
"2", "1", "16751", "5", "2", "Kandinsky", "5", "2", "3", "1", "2", "2", "2", "2", "224-88-4211", "187", "1584829466929", "1995", 
"1", "2", "57095", "4", "2", "Edward Hopper", "5", "1", "2", "1", "1", "3", "1", "2", "375-89-9580", "602", "1584828906036", "1961", 
"3", "2", "35125", "2", "2", "El Greco", "5", "3", "2", "2", "2", "1", "2", "1", "049-13-3338", "30", "1584828955610", "1991", 
"2", "2", "31757", "5", "2", "Seurat", "1", "2", "2", "5", "2", "2", "2", "2", "370-37-2589", "938", "1584828896654", "1995", 
"2", "2", "95984", "4", "1", "Winslow Homer", "5", "1", "2", "4", "3", "2", "1", "1", "827-40-0535", "286", "1584829508913", "1978", 
"1", "2", "88643", "4", "2", "Kahlo", "5", "2", "2", "5", "3", "1", "3", "1", "395-87-0770", "445", "1584828898986", "1980", 
"2", "2", "76365", "4", "1", "Picasso", "1", "2", "3", "4", "2", "3", "3", "1", "084-21-5009", "684", "1584829691879", "1994", 
"2", "1", "41627", "2", "2", "Magritte", "4", "2", "2", "2", "3", "3", "1", "1", "523-29-9777", "942", "1584830190141", "1997", 
"2", "1", "28028", "3", "1", "Chagall", "4", "1", "1", "5", "2", "2", "2", "2", "474-95-3080", "723", "1584830215229", "1978", 
"2", "2", "32404", "4", "2", "Cezanne", "3", "1", "3", "2", "3", "1", "1", "2", "267-93-5505", "316", "1584828986455", "2002", 
"2", "3", "25926", "4", "2", "Joan Miro", "3", "3", "3", "4", "1", "3", "1", "1", "603-04-9782", "9", "1584830094900", "1957", 
"2", "2", "82301", "2", "2", "Vettriano", "5", "2", "2", "3", "1", "2", "2", "1", "383-77-1516", "735", "1584829634633", "1992", 
"2", "2", "47506", "5", "2", "El Greco", "3", "1", "2", "4", "1", "1", "1", "2", "221-71-7338", "180", "1584830071517", "2000", 
"2", "3", "91348", "5", "1", "Renoir", "3", "2", "1", "3", "2", "3", "1", "2", "143-09-2241", "836", "1584829410054", "1962", 
"1", "2", "72044", "1", "1", "Raphael", "4", "2", "2", "4", "2", "3", "1", "2", "512-95-9657", "406", "1584828901563", "1987", 
"1", "2", "22733", "3", "1", "Edward Hopper", "1", "1", "2", "5", "1", "2", "3", "2", "289-28-2744", "715", "1584829949050", "1959", 
"2", "2", "74318", "4", "1", "Seurat", "5", "2", "3", "4", "1", "3", "2", "1", "815-01-6075", "183", "1584829567585", "1961", 
"1", "2", "34883", "5", "1", "Chagall", "2", "2", "2", "5", "1", "2", "1", "3", "702-62-8961", "592", "1584829721604", "1967", 
"2", "3", "63818", "5", "2", "Kandinsky", "2", "3", "2", "3", "3", "3", "1", "3", "865-48-2160", "447", "1584829392118", "1990", 
"3", "2", "17416", "4", "2", "Joan Miro", "4", "1", "2", "5", "2", "2", "2", "2", "660-19-2865", "112", "1584830138594", "1986", 
"2", "1", "61422", "4", "2", "Bernini", "5", "2", "1", "2", "1", "1", "1", "3", "689-87-0831", "847", "1584828886188", "1979", 
"2", "3", "12602", "2", "1", "Degas", "3", "2", "2", "2", "2", "2", "2", "2", "087-71-7075", "77", "1584829876321", "1964", 
"2", "2", "20799", "2", "2", "Paul Klee", "1", "1", "2", "3", "1", "1", "2", "2", "223-14-8429", "616", "1584829331578", "1964", 
"2", "2", "55643", "4", "2", "Cassatt", "5", "2", "2", "1", "2", "2", "2", "2", "280-91-2750", "519", "1584829595119", "1965", 
"2", "3", "88530", "3", "2", "Titian", "5", "2", "2", "5", "2", "1", "2", "2", "830-02-7280", "35", "1584829750288", "1982", 
"1", "2", "73764", "5", "2", "Winslow Homer", "5", "2", "2", "2", "1", "3", "1", "1", "867-18-0220", "168", "1584830071493", "1966", 
"2", "2", "35860", "4", "2", "Cezanne", "5", "1", "2", "3", "2", "2", "2", "2", "644-42-1219", "693", "1584829596733", "1954", 
"2", "2", "16281", "3", "1", "Renoir", "1", "2", "1", "2", "2", "2", "1", "2", "760-22-8976", "423", "1584829070444", "1968", 
"1", "3", "10606", "4", "1", "Winslow Homer", "1", "2", "2", "1", "3", "1", "2", "2", "898-44-5395", "287", "1584830060387", "1974", 
"2", "2", "48879", "4", "2", "Da Vinci", "5", "2", "1", "3", "1", "2", "1", "2", "863-51-0811", "161", "1584828976006", "2000", 
"2", "3", "55660", "2", "2", "Edward Hopper", "5", "2", "1", "4", "2", "1", "2", "3", "728-39-2805", "384", "1584829881746", "1993", 
"2", "2", "13967", "3", "2", "Cezanne", "4", "3", "3", "2", "3", "2", "2", "2", "665-29-5875", "978", "1584828914902", "1973", 
"2", "2", "66138", "4", "1", "Cassatt", "4", "2", "2", "2", "2", "2", "1", "3", "280-41-8337", "597", "1584828915115", "1952", 
"2", "2", "99139", "5", "1", "Escher", "3", "2", "3", "2", "2", "2", "1", "2", "668-99-2968", "345", "1584829566037", "1967", 
"1", "3", "37007", "1", "2", "Rembrandt", "3", "2", "2", "3", "1", "2", "2", "1", "242-25-2799", "271", "1584829083255", "1953", 
"3", "2", "64432", "2", "1", "Paul Klee", "2", "1", "1", "4", "3", "2", "2", "3", "270-52-9296", "229", "1584830007878", "1974", 
"2", "1", "87328", "2", "2", "Michelangelo", "2", "2", "2", "4", "2", "1", "2", "2", "673-05-3461", "72", "1584828932764", "1987", 
"2", "3", "13126", "4", "2", "Durer", "2", "2", "2", "2", "1", "2", "2", "1", "376-49-9472", "880", "1584829051167", "1968", 
"2", "3", "32744", "1", "2", "Vincent", "2", "2", "1", "1", "2", "3", "1", "1", "827-23-2505", "431", "1584828952794", "1989", 
"3", "1", "33468", "3", "1", "Rothko", "1", "2", "2", "3", "2", "1", "2", "1", "833-63-1088", "587", "1584829311229", "1957", 
"1", "1", "10052", "5", "2", "Donatello", "1", "1", "2", "3", "3", "1", "2", "2", "542-03-2156", "252", "1584829969485", "1979", 
"1", "2", "51569", "2", "2", "Vettriano", "2", "1", "3", "2", "3", "1", "2", "3", "015-30-6139", "714", "1584829582178", "2002", 
"2", "2", "19177", "3", "1", "Chagall", "1", "2", "2", "3", "2", "2", "1", "2", "561-15-0015", "144", "1584829295953", "1968", 
"3", "2", "34026", "2", "1", "Picasso", "2", "1", "1", "3", "2", "2", "2", "2", "389-37-1825", "793", "1584829095177", "1989", 
"2", "2", "99025", "5", "1", "Monet", "2", "3", "1", "2", "2", "1", "1", "2", "133-57-3379", "157", "1584828875269", "1976", 
"2", "2", "92395", "4", "2", "Warhol", "4", "1", "1", "3", "2", "2", "2", "2", "395-33-1921", "946", "1584828886845", "1962", 
"1", "3", "85163", "1", "2", "Michelangelo", "3", "2", "2", "5", "1", "1", "2", "1", "877-87-4447", "536", "1584828874041", "1963", 
"2", "3", "80937", "4", "1", "Cezanne", "2", "2", "2", "5", "2", "2", "2", "1", "146-02-9723", "892", "1584830065251", "1952", 
